utc_time,perth_time,lot,zone,utilization
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PC3,BEN-PC3-LZ-Green,3.39
2026-07-08T15:27:16Z,2026-07-08 23:27:16,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PD1,BEN-PD1-LZ-Yellow,0.99
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PE1,BEN-PE1-LZ-Yellow,8.01
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PE2,BEN-PE2-LZ-Blue,17.39
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PF1,BEN-PF1-LZ-Yellow,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PH1,BEN-PH1-LZ-Yellow,1.91
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PH2,BEN-PH2-LZ-Green,34
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PH4,BEN-PH4-LZ-Green,0.65
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PI1,BEN-PI1-LZ-Yellow,1.96
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PI3,BEN-PI3-LZ-Yellow,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PJ2,BEN-PJ2-LZ-Green,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PL1,BEN-PL1-LZ-Green,13.42
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PL2,BEN-PL2-LZ-Green,6.45
2026-07-08T15:27:16Z,2026-07-08 23:27:16,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PM2,BEN-PM2-LZ-Blue,0
2026-07-08T15:27:16Z,2026-07-08 23:27:16,PM3,BEN-PM3-LZ-Green,7.59
2026-07-08T17:02:11Z,2026-07-09 01:02:11,TCP1, ,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,TCP2, ,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PA1,BEN-PA1-LZ-Green,27.41
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PA2,BEN-PA2-LZ-Green,1.83
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PA3,BEN-PA3-LZ-Green,0.62
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PA4,BEN-PA4-LT-0001,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PA5,BEN-PA5-LZ-Green,9.38
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PB1,BEN-PB1-LZ-Green,16.91
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PB3,BEN-PB3-LZ-90Minute,24.71
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PC2,BEN-PC2-LZ-Green,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PC3,BEN-PC3-LZ-Green,3.39
2026-07-08T17:02:11Z,2026-07-09 01:02:11,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PD1,BEN-PD1-LZ-Yellow,0.99
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PE1,BEN-PE1-LZ-Yellow,8.01
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PE2,BEN-PE2-LZ-Blue,18.12
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PF1,BEN-PF1-LZ-Yellow,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PH1,BEN-PH1-LZ-Yellow,1.44
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PH2,BEN-PH2-LZ-Green,34
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PH4,BEN-PH4-LZ-Green,1.29
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PI1,BEN-PI1-LZ-Yellow,1.96
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PI3,BEN-PI3-LZ-Yellow,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PJ1,BEN-PJ1-LZ-Yellow,25
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PJ2,BEN-PJ2-LZ-Green,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PL1,BEN-PL1-LZ-Green,13.42
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PL2,BEN-PL2-LZ-Green,6.45
2026-07-08T17:02:11Z,2026-07-09 01:02:11,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PM2,BEN-PM2-LZ-Blue,0
2026-07-08T17:02:11Z,2026-07-09 01:02:11,PM3,BEN-PM3-LZ-Green,7.59
2026-07-08T18:42:06Z,2026-07-09 02:42:06,TCP1, ,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,TCP2, ,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PA1,BEN-PA1-LZ-Green,27.41
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PA2,BEN-PA2-LZ-Green,1.83
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PA3,BEN-PA3-LZ-Green,0.62
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PA4,BEN-PA4-LT-0001,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PA5,BEN-PA5-LZ-Green,9.38
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PB1,BEN-PB1-LZ-Green,16.62
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PB3,BEN-PB3-LZ-90Minute,24.71
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PC2,BEN-PC2-LZ-Green,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PC3,BEN-PC3-LZ-Green,3.39
2026-07-08T18:42:06Z,2026-07-09 02:42:06,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PD1,BEN-PD1-LZ-Yellow,1.32
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PE1,BEN-PE1-LZ-Yellow,8.01
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PE2,BEN-PE2-LZ-Blue,18.12
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PF1,BEN-PF1-LZ-Yellow,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PH1,BEN-PH1-LZ-Yellow,1.44
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PH2,BEN-PH2-LZ-Green,34
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PH4,BEN-PH4-LZ-Green,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PI1,BEN-PI1-LZ-Yellow,1.96
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PI3,BEN-PI3-LZ-Yellow,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PJ2,BEN-PJ2-LZ-Green,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PL1,BEN-PL1-LZ-Green,13.42
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PL2,BEN-PL2-LZ-Green,6.45
2026-07-08T18:42:06Z,2026-07-09 02:42:06,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PM2,BEN-PM2-LZ-Blue,0
2026-07-08T18:42:06Z,2026-07-09 02:42:06,PM3,BEN-PM3-LZ-Green,7.59
2026-07-08T20:13:41Z,2026-07-09 04:13:41,TCP1, ,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,TCP2, ,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PA1,BEN-PA1-LZ-Green,27.41
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PA2,BEN-PA2-LZ-Green,1.83
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PA3,BEN-PA3-LZ-Green,0.62
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PA4,BEN-PA4-LT-0001,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PA5,BEN-PA5-LZ-Green,9.38
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PB1,BEN-PB1-LZ-Green,16.33
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PB3,BEN-PB3-LZ-90Minute,24.71
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PC2,BEN-PC2-LZ-Green,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PC3,BEN-PC3-LZ-Green,3.39
2026-07-08T20:13:41Z,2026-07-09 04:13:41,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PD1,BEN-PD1-LZ-Yellow,1.32
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PE1,BEN-PE1-LZ-Yellow,8.71
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PE2,BEN-PE2-LZ-Blue,18.12
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PF1,BEN-PF1-LZ-Yellow,0.63
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PH1,BEN-PH1-LZ-Yellow,0.96
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PH2,BEN-PH2-LZ-Green,34
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PH4,BEN-PH4-LZ-Green,1.94
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PI1,BEN-PI1-LZ-Yellow,2.23
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PI3,BEN-PI3-LZ-Yellow,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PJ2,BEN-PJ2-LZ-Green,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PL1,BEN-PL1-LZ-Green,13.42
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PL2,BEN-PL2-LZ-Green,9.68
2026-07-08T20:13:41Z,2026-07-09 04:13:41,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PM2,BEN-PM2-LZ-Blue,5.26
2026-07-08T20:13:41Z,2026-07-09 04:13:41,PM3,BEN-PM3-LZ-Green,7.59
2026-07-08T21:34:44Z,2026-07-09 05:34:44,TCP1, ,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,TCP2, ,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PA1,BEN-PA1-LZ-Green,27.41
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PA2,BEN-PA2-LZ-Green,1.83
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PA3,BEN-PA3-LZ-Green,0.62
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PA4,BEN-PA4-LT-0001,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PA5,BEN-PA5-LZ-Green,9.38
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PB1,BEN-PB1-LZ-Green,15.76
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PB3,BEN-PB3-LZ-90Minute,24.71
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PC2,BEN-PC2-LZ-Green,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PC3,BEN-PC3-LZ-Green,3.39
2026-07-08T21:34:44Z,2026-07-09 05:34:44,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PD1,BEN-PD1-LZ-Yellow,0.99
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PE1,BEN-PE1-LZ-Yellow,8.71
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PE2,BEN-PE2-LZ-Blue,18.12
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PF1,BEN-PF1-LZ-Yellow,0.63
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PH1,BEN-PH1-LZ-Yellow,1.44
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PH2,BEN-PH2-LZ-Green,34
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PH4,BEN-PH4-LZ-Green,1.29
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PI1,BEN-PI1-LZ-Yellow,2.23
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PI3,BEN-PI3-LZ-Yellow,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PJ2,BEN-PJ2-LZ-Green,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PL1,BEN-PL1-LZ-Green,13.42
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PL2,BEN-PL2-LZ-Green,9.68
2026-07-08T21:34:44Z,2026-07-09 05:34:44,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PM2,BEN-PM2-LZ-Blue,5.26
2026-07-08T21:34:44Z,2026-07-09 05:34:44,PM3,BEN-PM3-LZ-Green,7.59
2026-07-08T22:42:14Z,2026-07-09 06:42:14,TCP1, ,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,TCP2, ,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PA1,BEN-PA1-LZ-Green,27.41
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PA2,BEN-PA2-LZ-Green,2.25
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PA3,BEN-PA3-LZ-Green,0.62
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PA4,BEN-PA4-LT-0001,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PA5,BEN-PA5-LZ-Green,9.38
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PB1,BEN-PB1-LZ-Green,18.62
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PB3,BEN-PB3-LZ-90Minute,22.35
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PC2,BEN-PC2-LZ-Green,0.71
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PC3,BEN-PC3-LZ-Green,5.08
2026-07-08T22:42:14Z,2026-07-09 06:42:14,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PD1,BEN-PD1-LZ-Yellow,0.99
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PE1,BEN-PE1-LZ-Yellow,10.45
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PE2,BEN-PE2-LZ-Blue,18.12
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PF1,BEN-PF1-LZ-Yellow,6.29
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PH1,BEN-PH1-LZ-Yellow,44.02
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PH2,BEN-PH2-LZ-Green,44
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PH4,BEN-PH4-LZ-Green,3.23
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PI1,BEN-PI1-LZ-Yellow,5.59
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PI3,BEN-PI3-LZ-Yellow,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PJ1,BEN-PJ1-LZ-Yellow,25
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PJ2,BEN-PJ2-LZ-Green,1.89
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PL1,BEN-PL1-LZ-Green,13.74
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PL2,BEN-PL2-LZ-Green,16.13
2026-07-08T22:42:14Z,2026-07-09 06:42:14,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PM2,BEN-PM2-LZ-Blue,10.53
2026-07-08T22:42:14Z,2026-07-09 06:42:14,PM3,BEN-PM3-LZ-Green,8.86
2026-07-08T23:54:46Z,2026-07-09 07:54:46,TCP1, ,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,TCP2, ,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PA1,BEN-PA1-LZ-Green,27.41
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PA2,BEN-PA2-LZ-Green,3.23
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PA3,BEN-PA3-LZ-Green,0.62
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PA4,BEN-PA4-LT-0001,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PA5,BEN-PA5-LZ-Green,9.38
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PB1,BEN-PB1-LZ-Green,24.64
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PB3,BEN-PB3-LZ-90Minute,32.94
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PC2,BEN-PC2-LZ-Green,25.71
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PC3,BEN-PC3-LZ-Green,50.85
2026-07-08T23:54:46Z,2026-07-09 07:54:46,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PC4,BEN-PC4-LZ-Equipark,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PD1,BEN-PD1-LZ-Yellow,6.91
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PD4,BEN-PD4-LZ-Blue,5.56
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PE1,BEN-PE1-LZ-Yellow,19.16
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PE2,BEN-PE2-LZ-Blue,11.59
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PF1,BEN-PF1-LZ-Yellow,77.36
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PH1,BEN-PH1-LZ-Yellow,56.94
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PH2,BEN-PH2-LZ-Green,72
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PH3,BEN-PH3-LZ-Equipark,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PH4,BEN-PH4-LZ-Green,33.55
