utc_time,perth_time,lot,zone,utilization
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PI1,BEN-PI1-LZ-Yellow,25.98
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PI2,BEN-PI2-LZ-Yellow,6.73
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PI3,BEN-PI3-LZ-Yellow,0.35
2026-07-08T23:54:46Z,2026-07-09 07:54:46,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,5.26
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PJ1,BEN-PJ1-LZ-Yellow,25
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PJ2,BEN-PJ2-LZ-Green,19.5
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PL1,BEN-PL1-LZ-Green,16.29
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PL2,BEN-PL2-LZ-Green,19.35
2026-07-08T23:54:46Z,2026-07-09 07:54:46,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PM2,BEN-PM2-LZ-Blue,10.53
2026-07-08T23:54:46Z,2026-07-09 07:54:46,PM3,BEN-PM3-LZ-Green,27.85
2026-07-09T03:50:10Z,2026-07-09 11:50:10,TCP1, ,0
2026-07-09T03:50:10Z,2026-07-09 11:50:10,TCP2, ,0
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PA1,BEN-PA1-LZ-Green,27.41
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PA2,BEN-PA2-LZ-Green,3.38
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PA3,BEN-PA3-LZ-Green,0.62
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PA4,BEN-PA4-LT-0001,0
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PA5,BEN-PA5-LZ-Green,9.38
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PB1,BEN-PB1-LZ-Green,34.1
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PB3,BEN-PB3-LZ-90Minute,30.59
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PC2,BEN-PC2-LZ-Green,42.14
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PC3,BEN-PC3-LZ-Green,98.31
2026-07-09T03:50:10Z,2026-07-09 11:50:10,STAFF ONLY - PC3,BEN-PC3-LZ-White,95.74
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PC4,BEN-PC4-LZ-Equipark,45.83
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PD1,BEN-PD1-LZ-Yellow,52.96
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PD4,BEN-PD4-LZ-Blue,22.22
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PE1,BEN-PE1-LZ-Yellow,63.41
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PE2,BEN-PE2-LZ-Blue,15.94
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PF1,BEN-PF1-LZ-Yellow,100
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PH1,BEN-PH1-LZ-Yellow,78.47
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PH2,BEN-PH2-LZ-Green,100
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PH3,BEN-PH3-LZ-Equipark,0
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PH4,BEN-PH4-LZ-Green,98.71
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PI1,BEN-PI1-LZ-Yellow,79.61
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PI2,BEN-PI2-LZ-Yellow,15.71
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PI3,BEN-PI3-LZ-Yellow,1.42
2026-07-09T03:50:10Z,2026-07-09 11:50:10,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,41.05
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PJ1,BEN-PJ1-LZ-Yellow,28.99
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PJ2,BEN-PJ2-LZ-Green,66.04
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PL1,BEN-PL1-LZ-Green,22.04
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PL2,BEN-PL2-LZ-Green,41.94
2026-07-09T03:50:10Z,2026-07-09 11:50:10,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PM2,BEN-PM2-LZ-Blue,10.53
2026-07-09T03:50:10Z,2026-07-09 11:50:10,PM3,BEN-PM3-LZ-Green,87.97
2026-07-09T07:52:38Z,2026-07-09 15:52:38,TCP1, ,0
2026-07-09T07:52:38Z,2026-07-09 15:52:38,TCP2, ,0
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PA1,BEN-PA1-LZ-Green,27.41
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PA2,BEN-PA2-LZ-Green,3.09
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PA3,BEN-PA3-LZ-Green,0.62
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PA4,BEN-PA4-LT-0001,0
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PA5,BEN-PA5-LZ-Green,9.38
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PB1,BEN-PB1-LZ-Green,31.23
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PB3,BEN-PB3-LZ-90Minute,25.88
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PC2,BEN-PC2-LZ-Green,42.14
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PC3,BEN-PC3-LZ-Green,77.97
2026-07-09T07:52:38Z,2026-07-09 15:52:38,STAFF ONLY - PC3,BEN-PC3-LZ-White,74.47
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PC4,BEN-PC4-LZ-Equipark,33.33
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PD1,BEN-PD1-LZ-Yellow,34.54
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PD4,BEN-PD4-LZ-Blue,25
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PE1,BEN-PE1-LZ-Yellow,47.74
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PE2,BEN-PE2-LZ-Blue,21.74
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PF1,BEN-PF1-LZ-Yellow,79.25
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PH1,BEN-PH1-LZ-Yellow,44.98
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PH2,BEN-PH2-LZ-Green,80
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PH3,BEN-PH3-LZ-Equipark,0
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PH4,BEN-PH4-LZ-Green,77.42
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PI1,BEN-PI1-LZ-Yellow,66.48
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PI2,BEN-PI2-LZ-Yellow,14.74
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PI3,BEN-PI3-LZ-Yellow,0.35
2026-07-09T07:52:38Z,2026-07-09 15:52:38,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,33.68
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PJ1,BEN-PJ1-LZ-Yellow,28.62
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PJ2,BEN-PJ2-LZ-Green,47.17
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PL1,BEN-PL1-LZ-Green,19.17
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PL2,BEN-PL2-LZ-Green,16.13
2026-07-09T07:52:38Z,2026-07-09 15:52:38,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PM2,BEN-PM2-LZ-Blue,0
2026-07-09T07:52:38Z,2026-07-09 15:52:38,PM3,BEN-PM3-LZ-Green,62.03
2026-07-09T10:41:11Z,2026-07-09 18:41:11,TCP1, ,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,TCP2, ,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PA1,BEN-PA1-LZ-Green,27.41
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PA2,BEN-PA2-LZ-Green,1.83
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PA3,BEN-PA3-LZ-Green,0.62
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PA4,BEN-PA4-LT-0001,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PA5,BEN-PA5-LZ-Green,9.38
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PB1,BEN-PB1-LZ-Green,33.81
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PB3,BEN-PB3-LZ-90Minute,32.94
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PC2,BEN-PC2-LZ-Green,1.43
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PC3,BEN-PC3-LZ-Green,6.78
2026-07-09T10:41:11Z,2026-07-09 18:41:11,STAFF ONLY - PC3,BEN-PC3-LZ-White,6.38
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PC4,BEN-PC4-LZ-Equipark,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PD1,BEN-PD1-LZ-Yellow,3.95
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PD4,BEN-PD4-LZ-Blue,8.33
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PE1,BEN-PE1-LZ-Yellow,12.2
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PE2,BEN-PE2-LZ-Blue,21.74
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PF1,BEN-PF1-LZ-Yellow,5.03
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PH1,BEN-PH1-LZ-Yellow,5.74
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PH2,BEN-PH2-LZ-Green,38
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PH3,BEN-PH3-LZ-Equipark,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PH4,BEN-PH4-LZ-Green,5.16
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PI1,BEN-PI1-LZ-Yellow,7.26
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PI2,BEN-PI2-LZ-Yellow,6.73
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PI3,BEN-PI3-LZ-Yellow,0.35
2026-07-09T10:41:11Z,2026-07-09 18:41:11,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,1.05
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PJ1,BEN-PJ1-LZ-Yellow,27.9
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PJ2,BEN-PJ2-LZ-Green,32.08
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PL1,BEN-PL1-LZ-Green,13.74
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PL2,BEN-PL2-LZ-Green,6.45
2026-07-09T10:41:11Z,2026-07-09 18:41:11,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PM2,BEN-PM2-LZ-Blue,0
2026-07-09T10:41:11Z,2026-07-09 18:41:11,PM3,BEN-PM3-LZ-Green,11.39
2026-07-09T13:39:03Z,2026-07-09 21:39:03,TCP1, ,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,TCP2, ,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PA1,BEN-PA1-LZ-Green,27.41
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PA2,BEN-PA2-LZ-Green,1.83
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PA3,BEN-PA3-LZ-Green,0.62
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PA4,BEN-PA4-LT-0001,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PA5,BEN-PA5-LZ-Green,9.38
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PB1,BEN-PB1-LZ-Green,17.48
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PB3,BEN-PB3-LZ-90Minute,27.06
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PC2,BEN-PC2-LZ-Green,2.14
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PC3,BEN-PC3-LZ-Green,3.39
2026-07-09T13:39:03Z,2026-07-09 21:39:03,STAFF ONLY - PC3,BEN-PC3-LZ-White,6.38
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PC4,BEN-PC4-LZ-Equipark,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PD1,BEN-PD1-LZ-Yellow,0.33
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PD4,BEN-PD4-LZ-Blue,8.33
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PE1,BEN-PE1-LZ-Yellow,9.06
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PE2,BEN-PE2-LZ-Blue,20.29
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PF1,BEN-PF1-LZ-Yellow,1.26
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PH1,BEN-PH1-LZ-Yellow,2.39
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PH2,BEN-PH2-LZ-Green,34
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PH3,BEN-PH3-LZ-Equipark,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PH4,BEN-PH4-LZ-Green,1.29
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PI1,BEN-PI1-LZ-Yellow,3.91
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PI3,BEN-PI3-LZ-Yellow,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PJ2,BEN-PJ2-LZ-Green,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PL1,BEN-PL1-LZ-Green,14.7
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PL2,BEN-PL2-LZ-Green,6.45
2026-07-09T13:39:03Z,2026-07-09 21:39:03,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PM2,BEN-PM2-LZ-Blue,0
2026-07-09T13:39:03Z,2026-07-09 21:39:03,PM3,BEN-PM3-LZ-Green,7.59
2026-07-09T16:16:34Z,2026-07-10 00:16:34,TCP1, ,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,TCP2, ,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PA1,BEN-PA1-LZ-Green,27.41
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PA2,BEN-PA2-LZ-Green,1.83
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PA3,BEN-PA3-LZ-Green,0.62
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PA4,BEN-PA4-LT-0001,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PA5,BEN-PA5-LZ-Green,9.38
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PB1,BEN-PB1-LZ-Green,14.04
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PB3,BEN-PB3-LZ-90Minute,27.06
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PC2,BEN-PC2-LZ-Green,0.71
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PC3,BEN-PC3-LZ-Green,1.69
2026-07-09T16:16:34Z,2026-07-10 00:16:34,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PC4,BEN-PC4-LZ-Equipark,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PD1,BEN-PD1-LZ-Yellow,0.33
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PE1,BEN-PE1-LZ-Yellow,8.36
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PE2,BEN-PE2-LZ-Blue,20.29
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PF1,BEN-PF1-LZ-Yellow,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PH1,BEN-PH1-LZ-Yellow,1.44
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PH2,BEN-PH2-LZ-Green,34
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PH3,BEN-PH3-LZ-Equipark,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PH4,BEN-PH4-LZ-Green,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PI1,BEN-PI1-LZ-Yellow,2.23
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PI3,BEN-PI3-LZ-Yellow,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PJ2,BEN-PJ2-LZ-Green,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PL1,BEN-PL1-LZ-Green,13.42
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PL2,BEN-PL2-LZ-Green,6.45
2026-07-09T16:16:34Z,2026-07-10 00:16:34,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PM2,BEN-PM2-LZ-Blue,0
2026-07-09T16:16:34Z,2026-07-10 00:16:34,PM3,BEN-PM3-LZ-Green,7.59
2026-07-09T18:14:56Z,2026-07-10 02:14:56,TCP1, ,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,TCP2, ,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PA1,BEN-PA1-LZ-Green,27.41
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PA2,BEN-PA2-LZ-Green,1.83
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PA3,BEN-PA3-LZ-Green,0.62
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PA4,BEN-PA4-LT-0001,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PA5,BEN-PA5-LZ-Green,9.38
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PB1,BEN-PB1-LZ-Green,14.04
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PB3,BEN-PB3-LZ-90Minute,29.41
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PC2,BEN-PC2-LZ-Green,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PC3,BEN-PC3-LZ-Green,1.69
2026-07-09T18:14:56Z,2026-07-10 02:14:56,STAFF ONLY - PC3,BEN-PC3-LZ-White,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PC4,BEN-PC4-LZ-Equipark,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PD1,BEN-PD1-LZ-Yellow,0.33
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PD4,BEN-PD4-LZ-Blue,2.78
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PE1,BEN-PE1-LZ-Yellow,8.36
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PE2,BEN-PE2-LZ-Blue,20.29
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PF1,BEN-PF1-LZ-Yellow,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PH1,BEN-PH1-LZ-Yellow,1.44
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PH2,BEN-PH2-LZ-Green,34
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PH3,BEN-PH3-LZ-Equipark,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PH4,BEN-PH4-LZ-Green,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PI1,BEN-PI1-LZ-Yellow,2.23
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PI2,BEN-PI2-LZ-Yellow,4.81
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PI3,BEN-PI3-LZ-Yellow,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,STAFF ONLY - PJ1,BEN-PJ1-LZ-White,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PJ1,BEN-PJ1-LZ-Yellow,24.64
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PJ2,BEN-PJ2-LZ-Green,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PL1,BEN-PL1-LZ-Green,13.42
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PL2,BEN-PL2-LZ-Green,6.45
2026-07-09T18:14:56Z,2026-07-10 02:14:56,STAFF ONLY - PL2,BEN-PL2-LZ-White,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PM2,BEN-PM2-LZ-Blue,0
2026-07-09T18:14:56Z,2026-07-10 02:14:56,PM3,BEN-PM3-LZ-Green,7.59
